A212_01-001	Aet eo war-raok embannadurioù an Télégramme abaoe m'eo bet krouet !	Aet eo war-raok embannadurioù an Télégramme abaoe m’eo bet krouet !	# ɛ:d ɛw 'war.rɔg em.bɑ̃.nɑ.'dyr.ju ɑ̃n te.'leg.ram a.'bɔ.we mew bet 'kru.ɛt #	1	1	1	session_2/texts/sentences/1_mozilla_common_voice_texts_exclamations.txt
A212_01-002	Degemer mat er skoazeller grafik !	Degemer mat er skoazeller grafik !	# deg.'e.mɛr mɑ:d er skwa.'zɛ.lɛr 'gra.fik #	1	1	0	session_2/texts/sentences/1_mozilla_common_voice_texts_exclamations.txt
A212_01-003	Tonket da se !	Tonket da se !	# 'tõŋ.kɛt dɑ se #	1	1	0	session_2/texts/sentences/1_mozilla_common_voice_texts_exclamations.txt
A212_01-004	Ya 'vat !	Ya 'vat !	# ja vɑt #	1	1	0	session_2/texts/sentences/1_mozilla_common_voice_texts_exclamations.txt
A212_02-001	Da bet eur e tigor ar stal ?	Da bet eur e tigor ar stal ?	# dɑ bed œ:r e 'tig.or ar stɑ:l #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-002	Da Naoned ez a an hent-mañ ?	Da Naoned ez a an hent-mañ ?	# dɑ 'nɑ̃w.nɛd ez a ɑ̃n 'hɛn.mɑ̃ #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-003	Daoust hag-eñ e teuy ?	Daoust hag-eñ e teuy ?	# dɔwst 'ag.ẽ e tøj #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-004	Daoust hag ur plac'h out-te ?	Daoust hag ur plac'h out-te ?	# dɔwst ag œr plah 'ut.te #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-005	Degouezhet oc'h ?	Degouezhet oc'h ?	# de.'gwe.zɛd ɔx #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-006	Gant piv eo bet kaset al lizher-mañ ?	Gant piv eo bet kaset al lizher-mañ ?	# gɑ̃n piw ɛw bet 'ka.sɛd al 'li.zer.mɑ̃ #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-007	Ha kejet o deus ganti c'hoazh ?	Ha kejet o deus ganti c'hoazh ?	# a 'ke.ʒɛd o døs 'gɑ̃n.ti xwas #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-008	Ho levr eo hemañ ?	Ho levr eo hemañ ?	# o lɛwr ɛw 'he.mɑ̃ #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-009	Komprenet eo bet ar gentel-mañ ganeoc'h ?	Komprenet eo bet ar gentel-mañ ganeoc'h ?	# kõm.'pre.nɛd ɛw bed ar 'gɛn.tel.mɑ̃ gɑ̃.'ne.ɔx #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-010	Pegement e koust dre zevezh ?	Pegement e koust dre zevezh ?	# peg.'e.mɛnd e kust dre 'ze.vɛs #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-011	Pegoulz emañ an dimeziñ ?	Pegoulz emañ an dimeziñ ?	# 'peg.ulz 'e.mɑ̃ ɑ̃n di.'me.zi #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-012	Pelec'h emaint ?	Pelec'h emaint ?	# 'pe.lɛh 'e.majnt #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-013	Pelec'h emañ o labourat bremañ ?	Pelec'h emañ o labourat bremañ ?	# 'pe.lɛh 'e.mɑ̃ o la.'bu.rat 'bre.mɑ̃ #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-014	Pelec'h emaout o chom ?	Pelecʼh emaout o chom ?	# 'pe.lɛh 'e.mawd o ʃɔm #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-015	Pe liv eo an dra-mañ ?	Pe liv eo an dra-mañ ?	# pe liw ɛw ɑ̃n 'drɑ.mɑ̃ #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-016	Penaos en em gavout gant an arvesterien ?	Penaos en em gavout gant an arvesterien ?	# 'pe.noz en ɛm 'ga.vud gɑ̃n ɑ̃n ar.ve.'ster.jɛn #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-017	Penaos e reot evit dont a-benn ?	Penaos e reot evit dont a-benn ?	# 'pe.noz e rɛwd 'e.vit dõnd 'a.bɛn #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-018	Peseurt anv zo gant ho c'hoar ?	Peseurt anv zo gant ho c'hoar ?	# 'pe.sœrd 'ɑ̃.no zo gɑ̃n o xwɑ:r #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-019	Peseurt hini eo ?	Peseurt hini eo ?	# 'pe.sœrt 'hi.ni ɛw #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-020	Peseurt niverenn bellgomz eo ?	Peseurt niverenn bellgomz eo ?	# 'pe.sœrt ni.'ve.rɛn 'bɛlg.õmz ɛw #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-021	Peseurt palioù zo d'ar Gevrat-se ?	Peseurt palioù zo d’ar Gevrat-se ?	# 'pe.sœrt pɑ.'li.u zo dar 'ge.vra.tse #	1	1	1	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
A212_02-022	Pet litrad chistr zo e-barzh ur varikenn evel homañ ?	Pet litrad chistr zo e-barzh ur varikenn evel homañ ?	# pet 'li.trat ʃist zo 'e.barz œr va.'ri.kɛn 'e.vɛl 'hõ.mɑ̃ #	1	1	0	session_2/texts/sentences/2_mozilla_common_voice_texts_questions.txt
